slug,display_name,input_modalities,output_modalities,context_window,max_input_tokens,max_tokens(abandon),max_completion_tokens,max_output_tokens,reasoning_levels,default_reasoning,历史分类_非当前结论,代码部署前缺失,当前缺失,核心字段变化,id部署前存在,id现在存在,已知风险
shuaiapi/claude-sonnet-5,Claude Sonnet 5,"[""text"",""image"",""pdf""]","[""text""]",1000000,未知,未知,未知,128000,"[""low"",""medium"",""high"",""xhigh"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""claude-sonnet-5"",""after"":""Claude Sonnet 5""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1000000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":128000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}}",True,True,
supergrok/grok-3-mini,Grok 3 Mini,"[""text""]",未知,131072,未知,32768,未知,未知,"[""low"",""medium"",""high""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-3-mini-fast,Grok 3 Mini Fast,"[""text""]",未知,131072,未知,32768,未知,未知,"[""low"",""medium"",""high""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-4.20-0309-non-reasoning,Grok 4.20 0309 Non Reasoning,"[""text"",""image""]",未知,2000000,未知,65536,未知,未知,"[""low"",""medium"",""high"",""xhigh""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-4.20-0309-reasoning,Grok 4.20 0309 Reasoning,"[""text"",""image""]",未知,2000000,未知,65536,未知,未知,"[""low"",""medium"",""high"",""xhigh""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-4.20-multi-agent-0309,Grok 4.20 Multi Agent 0309,"[""text"",""image""]",未知,2000000,未知,65536,未知,未知,"[""low"",""medium"",""high""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-4.3,Grok 4.3,"[""text"",""image""]",未知,1000000,未知,65536,未知,未知,"[""none"",""low"",""medium"",""high""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-4.5,Grok 4.5,"[""text"",""image""]",未知,500000,未知,65536,未知,未知,"[""low"",""medium"",""high""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-4.6,Grok 4.6,"[""text"",""image""]",未知,500000,未知,65536,未知,未知,"[""low"",""medium"",""high"",""xhigh""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-build-0.1,Grok Build 0.1,"[""text"",""image""]",未知,256000,未知,256000,未知,未知,"[""low"",""medium"",""high"",""xhigh""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-composer-2.5-fast,Composer 2.5 Fast,"[""text"",""image""]",未知,200000,未知,32768,未知,未知,"[""low"",""medium"",""high"",""xhigh""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-imagine-image,Grok Imagine Image,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[""low"",""medium"",""high"",""xhigh""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-imagine-image-2.0,Grok Imagine Image 2.0,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[""low"",""medium"",""high"",""xhigh""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-imagine-image-quality,Grok Imagine Image Quality,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[""low"",""medium"",""high"",""xhigh""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-imagine-video,Grok Imagine Video,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[""low"",""medium"",""high"",""xhigh""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-imagine-video-1.5,Grok Imagine Video 1.5,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[""low"",""medium"",""high"",""xhigh""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens",{},False,False,
supergrok/grok-imagine-video-1.5-preview,Grok Imagine Video 1.5 Preview,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[""low"",""medium"",""high"",""xhigh""]",medium,原生透传或继承，不新增bulk补全,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens",{},False,False,
xl/deepseek-v4-flash,DeepSeek V4 Flash,"[""text""]","[""text""]",1000000,未知,未知,未知,384000,"[""low"",""high"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""deepseek-v4-flash"",""after"":""DeepSeek V4 Flash""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1000000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":384000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}}",False,True,默认推理等级不在支持列表中；未自动修正
xl/gemini-3.8-flash-high,Gemini 3.8 Flash,"[""text"",""image""]",未知,1048576,未知,65536,未知,未知,"[""low"",""medium"",""high""]",medium,准确型号未找到，暂留未知,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
xl/glm-5.3,GLM-5.3,"[""text""]","[""text""]",1000000,未知,未知,未知,131072,"[""low"",""high"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""glm-5.3"",""after"":""GLM-5.3""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1000000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":131072},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}}",False,True,默认推理等级不在支持列表中；未自动修正
xl/glm-5.3-flash,GLM-5.3-Flash,"[""text"",""image"",""video"",""pdf""]","[""text""]",1000000,未知,未知,未知,131072,"[""low"",""high"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""glm-5.3-flash"",""after"":""GLM-5.3-Flash""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""video"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1000000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":131072},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}}",False,True,默认推理等级不在支持列表中；未自动修正
xl/gpt-5.3-codex-spark,GPT-5.3 Codex Spark,"[""text"",""image"",""pdf""]","[""text""]",128000,100000,128000,未知,32000,"[""none"",""low"",""medium"",""high"",""xhigh""]",high,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",max_completion_tokens,"{""display_name"":{""before_present"":true,""after_present"":true,""before"":""GPT 5.3 Codex Spark"",""after"":""GPT-5.3 Codex Spark""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_input_tokens"":{""before_present"":false,""after_present"":true,""after"":100000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":32000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}],""after"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}}",False,True,
xl/gpt-5.6-luna,GPT-5.6 Luna,"[""text"",""image"",""pdf""]","[""text""]",1050000,922000,128000,未知,128000,"[""none"",""low"",""medium"",""high"",""xhigh"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",max_completion_tokens,"{""display_name"":{""before_present"":true,""after_present"":true,""before"":""GPT 5.6 Luna"",""after"":""GPT-5.6 Luna""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1050000},""max_input_tokens"":{""before_present"":false,""after_present"":true,""after"":922000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":128000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""},{""description"":""Maximum reasoning depth for the hardest problems"",""effort"":""max""}],""after"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}}",False,True,
xl/gpt-5.6-sol,GPT-5.6 Sol,"[""text"",""image"",""pdf""]","[""text""]",1050000,922000,128000,未知,128000,"[""none"",""low"",""medium"",""high"",""xhigh"",""max""]",low,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",max_completion_tokens,"{""display_name"":{""before_present"":true,""after_present"":true,""before"":""GPT 5.6 Sol"",""after"":""GPT-5.6 Sol""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1050000},""max_input_tokens"":{""before_present"":false,""after_present"":true,""after"":922000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":128000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""},{""description"":""Maximum reasoning depth for the hardest problems"",""effort"":""max""},{""description"":""Maximum reasoning with automatic task delegation"",""effort"":""ultra""}],""after"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}}",False,True,
xl/gpt-5.6-terra,GPT-5.6 Terra,"[""text"",""image"",""pdf""]","[""text""]",1050000,922000,128000,未知,128000,"[""none"",""low"",""medium"",""high"",""xhigh"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",max_completion_tokens,"{""display_name"":{""before_present"":true,""after_present"":true,""before"":""GPT 5.6 Terra"",""after"":""GPT-5.6 Terra""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1050000},""max_input_tokens"":{""before_present"":false,""after_present"":true,""after"":922000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":128000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""},{""description"":""Maximum reasoning depth for the hardest problems"",""effort"":""max""},{""description"":""Maximum reasoning with automatic task delegation"",""effort"":""ultra""}],""after"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}}",False,True,
xl/gpt-6-astra,GPT-6 Astra,"[""text"",""image"",""pdf""]","[""text""]",1050000,922000,128000,未知,128000,"[""low"",""medium"",""high"",""xhigh"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",max_completion_tokens,"{""display_name"":{""before_present"":true,""after_present"":true,""before"":""GPT 6.0 Astra"",""after"":""GPT-6 Astra""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1050000},""max_input_tokens"":{""before_present"":false,""after_present"":true,""after"":922000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":128000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""},{""description"":""Maximum reasoning depth for the hardest problems"",""effort"":""max""},{""description"":""Maximum reasoning with automatic task delegation"",""effort"":""ultra""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}}",False,True,
xl/gpt-image-2,gpt-image-2,"[""text"",""image""]","[""image""]",0,0,未知,未知,0,"[""low"",""medium"",""high"",""xhigh""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""GPT Image 2"",""after"":""gpt-image-2""},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""image""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":0},""max_input_tokens"":{""before_present"":false,""after_present"":true,""after"":0},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":0}}",False,True,
xl/grok-4.5,Grok 4.5,"[""text"",""image"",""pdf""]","[""text""]",500000,未知,65536,未知,500000,"[""low"",""medium"",""high""]",high,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_completion_tokens","{""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":500000}}",False,True,
xl/grok-4.6,Grok 4.6,"[""text"",""image"",""pdf""]","[""text""]",500000,未知,65536,未知,500000,"[""low"",""medium"",""high"",""xhigh""]",high,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_completion_tokens","{""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":500000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}],""after"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]},""default_reasoning_level"":{""before_present"":true,""after_present"":true,""before"":""medium"",""after"":""high""}}",False,True,
xl/grok-build-0.1,Grok Build 0.1,"[""text"",""image"",""pdf""]","[""text""]",256000,未知,256000,未知,256000,"[""low"",""medium"",""high"",""xhigh""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_completion_tokens","{""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""pdf""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":256000}}",False,True,
xl/grok-composer-2.5-fast,Composer 2.5 Fast,"[""text"",""image""]",未知,200000,未知,32768,未知,未知,"[""low"",""medium"",""high"",""xhigh""]",medium,准确型号未找到，暂留未知,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens",{},False,False,
xl/grok-imagine-image-2.0,Grok Imagine Image 2.0,"[""text"",""image"",""pdf""]","[""image"",""pdf""]",64000,未知,未知,未知,0,"[""low"",""medium"",""high"",""xhigh""]",medium,主要字段已有值，不强补其他列,"max_input_tokens,max_tokens,max_completion_tokens","max_input_tokens,max_tokens,max_completion_tokens",{},True,True,
xl/grok-imagine-image-quality,Grok Imagine Image Quality,"[""text"",""image"",""pdf""]","[""image"",""pdf""]",16000,未知,未知,未知,0,"[""low"",""medium"",""high"",""xhigh""]",medium,主要字段已有值，不强补其他列,"max_input_tokens,max_tokens,max_completion_tokens","max_input_tokens,max_tokens,max_completion_tokens",{},True,True,
xl/grok-imagine-video-1.5,Grok Imagine Video 1.5,"[""text"",""image"",""audio"",""pdf""]","[""video""]",1024,未知,未知,未知,0,"[""low"",""medium"",""high"",""xhigh""]",medium,主要字段已有值，不强补其他列,"max_input_tokens,max_tokens,max_completion_tokens","max_input_tokens,max_tokens,max_completion_tokens",{},True,True,
xl/hy4-preview,Hy4 preview,"[""text""]","[""text""]",1024000,未知,未知,未知,64000,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""hy4-preview"",""after"":""Hy4 preview""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1024000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":64000}}",False,True,
xl/kimi-k3,Kimi K3,"[""text"",""image"",""video""]","[""text""]",1048576,未知,未知,未知,131072,"[""low"",""high"",""max""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""kimi-k3"",""after"":""Kimi K3""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""video""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":1048576},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":131072},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}],""after"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}}",False,True,默认推理等级不在支持列表中；未自动修正
xl/minimax-m3,minimax-m3,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[""low"",""medium"",""high""]",medium,仅其他来源有候选，需单独确认,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens",{},False,False,
xl/muse-spark-1.3-contributor,Muse Spark 1.3 Contributor,"[""text"",""image"",""video"",""pdf"",""audio""]","[""text""]",1048576,未知,未知,未知,131072,"[""minimal"",""low"",""medium"",""high"",""xhigh""]",medium,主要字段已有值，不强补其他列,"max_input_tokens,max_tokens,max_completion_tokens","max_input_tokens,max_tokens,max_completion_tokens",{},True,True,
xl/omen-alpha,omen-alpha,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[""low"",""medium"",""high""]",medium,主要字段已有值，不强补其他列,"max_input_tokens,max_tokens,max_completion_tokens","output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""Omen Alpha"",""after"":""omen-alpha""},""output_modalities"":{""before_present"":true,""after_present"":false,""before"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":500000,""after"":272000},""max_output_tokens"":{""before_present"":true,""after_present"":false,""before"":128000},""supported_reasoning_levels"":{""before_present"":true,""after_present"":true,""before"":[{""effort"":""low""},{""effort"":""high""}],""after"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]}}",True,False,撤回旧版跨provider误命中；当前来源没有声明
zcode/glm-4.5-air,GLM-4.5-Air,"[""text""]","[""text""]",131072,未知,98304,未知,98304,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""glm-4.5-air"",""after"":""GLM-4.5-Air""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":131072},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":98304}}",True,True,
zcode/glm-4.6,GLM-4.6,"[""text""]","[""text""]",204800,未知,131072,未知,131072,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""glm-4.6"",""after"":""GLM-4.6""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":204800},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":131072}}",True,True,
zcode/glm-4.6v,GLM-4.6V,"[""text"",""image"",""video""]","[""text""]",128000,未知,未知,未知,32768,"[""low"",""medium"",""high""]",medium,原来源准确命中，可批量生成逐模型绑定,"output_modalities,max_input_tokens,max_tokens,max_completion_tokens,max_output_tokens","max_input_tokens,max_tokens,max_completion_tokens","{""display_name"":{""before_present"":true,""after_present"":true,""before"":""glm-4.6v"",""after"":""GLM-4.6V""},""input_modalities"":{""before_present"":true,""after_present"":true,""before"":[""text"",""image""],""after"":[""text"",""image"",""video""]},""output_modalities"":{""before_present"":false,""after_present"":true,""after"":[""text""]},""context_window"":{""before_present"":true,""after_present"":true,""before"":272000,""after"":128000},""max_output_tokens"":{""before_present"":false,""after_present"":true,""after"":32768}}",True,True,
