slug,source_token,lookup_id,原配置来源token,精确查询已验证,候选字段
xl/deepseek-v4-flash,models.dev/sensenova,deepseek-v4-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":65536,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""high""}]}"
xl/deepseek-v4-flash,models.dev/tinfoil,deepseek-v4-flash,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":384000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/deepseek-v4-flash,models.dev/unorouter,deepseek-v4-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":384000,""output_modalities"":[""text""]}"
xl/deepseek-v4-flash,models.dev/vancine,deepseek-v4-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":384000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/deepseek-v4-flash,models.dev/venice,deepseek-v4-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":32768,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
xl/deepseek-v4-flash,models.dev/vivgrid,deepseek-v4-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":384000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/deepseek-v4-flash,models.dev/volcengine-coding-plan,deepseek-v4-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":384000,""output_modalities"":[""text""]}"
xl/glm-5.3,models.dev/aihubmix,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/cline-pass,cline-pass/glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/cortecs,glm-5.3,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":1048576,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/crof,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
xl/glm-5.3,models.dev/digitalocean,glm-5.3,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":1048576,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/hyper,glm-5.3,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":262144,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/llmgateway,glm-5.3,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/neuralwatt,glm-5.3,否,是,"{""context_window"":1048560,""input_modalities"":[""text""],""max_output_tokens"":1048560,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/ollama-cloud,glm-5.3,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/opencode-go,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/opencode,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/privatemode-ai,glm-5.3,否,是,"{""context_window"":256000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/requesty,glm-5.3,否,是,"{""context_window"":1048576,""input_modalities"":[""text""],""max_output_tokens"":1048576,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/scnet-token-plan,GLM-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
xl/glm-5.3,models.dev/vancine,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/vivgrid,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/volcengine-coding-plan,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/zai-coding-plan,glm-5.3,是,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/zai,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/zhipuai-coding-plan,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3,models.dev/zhipuai,glm-5.3,否,是,"{""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/above,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/aihubmix,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/cline-pass,cline-pass/glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/cortecs,glm-5.3-flash,否,是,"{""context_window"":1048576,""input_modalities"":[""text"",""image""],""max_output_tokens"":1048576,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/crof,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
xl/glm-5.3-flash,models.dev/digitalocean,glm-5.3-flash,否,是,"{""context_window"":1048576,""input_modalities"":[""text"",""image"",""video""],""max_output_tokens"":1048576,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
xl/glm-5.3-flash,models.dev/hyper,glm-5.3-flash,否,是,"{""context_window"":1048576,""input_modalities"":[""text"",""image""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/llmgateway,glm-5.3-flash,否,是,"{""context_window"":1048576,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""minimal""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/ollama-cloud,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/opencode-go,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/opencode,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/requesty,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":262144,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/scnet-token-plan,GLM-5.3-Flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""]}"
xl/glm-5.3-flash,models.dev/vancine,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/vivgrid,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/zai-coding-plan,glm-5.3-flash,是,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/zai,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/zhipuai-coding-plan,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/glm-5.3-flash,models.dev/zhipuai,glm-5.3-flash,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}"
xl/gpt-5.3-codex-spark,models.dev/openai,gpt-5.3-codex-spark,是,是,"{""context_window"":128000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":100000,""max_output_tokens"":32000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
xl/gpt-5.3-codex-spark,models.dev/opencode,gpt-5.3-codex-spark,否,是,"{""context_window"":128000,""input_modalities"":[""text""],""max_input_tokens"":128000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
xl/gpt-5.6-luna,models.dev/abacus,gpt-5.6-luna,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
xl/gpt-5.6-luna,models.dev/ai-router,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-luna,models.dev/aihubmix,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-luna,models.dev/azure-cognitive-services,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-luna,models.dev/azure,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-luna,models.dev/cortecs,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
xl/gpt-5.6-luna,models.dev/github-copilot,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-luna,models.dev/llmgateway,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-luna,models.dev/openai,gpt-5.6-luna,是,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-luna,models.dev/opencode-go,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-luna,models.dev/opencode,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-luna,models.dev/pioneer,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
xl/gpt-5.6-luna,models.dev/requesty,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
xl/gpt-5.6-luna,models.dev/routing-run,gpt-5.6-luna,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""]}"
xl/gpt-5.6-luna,models.dev/sap-ai-core,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-luna,models.dev/vivgrid,gpt-5.6-luna,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-sol,models.dev/abacus,gpt-5.6-sol,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
xl/gpt-5.6-sol,models.dev/agentrouter,gpt-5.6-sol,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-sol,models.dev/ai-router,gpt-5.6-sol,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-sol,models.dev/aihubmix,gpt-5.6-sol,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-sol,models.dev/azure-cognitive-services,gpt-5.6-sol,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-sol,models.dev/azure,gpt-5.6-sol,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-sol,models.dev/cortecs,gpt-5.6-sol,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
xl/gpt-5.6-sol,models.dev/github-copilot,gpt-5.6-sol,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-sol,models.dev/llmgateway,gpt-5.6-sol,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-sol,models.dev/openai,gpt-5.6-sol,是,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-sol,models.dev/opencode,gpt-5.6-sol,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-sol,models.dev/pioneer,gpt-5.6-sol,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}"
xl/gpt-5.6-sol,models.dev/requesty,gpt-5.6-sol,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""max""}]}"
xl/gpt-5.6-sol,models.dev/routing-run,gpt-5.6-sol,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""]}"
xl/gpt-5.6-sol,models.dev/sap-ai-core,gpt-5.6-sol,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-sol,models.dev/vivgrid,gpt-5.6-sol,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-sol,models.dev/xpersona,gpt-5.6-sol,否,是,"{""context_window"":372000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-terra,models.dev/abacus,gpt-5.6-terra,否,是,"{""context_window"":1000000,""input_modalities"":[""text"",""image""],""max_output_tokens"":128000,""output_modalities"":[""text""]}"
xl/gpt-5.6-terra,models.dev/ai-router,gpt-5.6-terra,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-terra,models.dev/aihubmix,gpt-5.6-terra,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-terra,models.dev/azure-cognitive-services,gpt-5.6-terra,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-terra,models.dev/azure,gpt-5.6-terra,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
xl/gpt-5.6-terra,models.dev/cortecs,gpt-5.6-terra,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}"
xl/gpt-5.6-terra,models.dev/github-copilot,gpt-5.6-terra,否,是,"{""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}"
