slug,display_name,input_modalities,output_modalities,context_window,max_input_tokens,max_tokens(abandon),max_completion_tokens,max_output_tokens,reasoning_levels,default_reasoning,行号,分类,缺失字段,建议关注缺项,无需强补的独立字段,补全必要性,补全方式,当前查询证据_固定来源,候选来源与值_非已应用,候选可补字段,候选与已有字段差异_非最终合并,已有值风险,部署时输出字段失去,部署时id存在性变化,验证边界
supergrok/grok-composer-2.5-fast,Composer 2.5 Fast,"[""text"",""image""]",未知,200000,未知,32768,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium,151,原生透传或继承，不新增bulk补全,output_modalities;max_input_tokens;max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_completion_tokens,按现有原生透传/静态继承约定，不为填空新增外部补全。,保留同名字段；max_tokens存在不等于max_output_tokens/max_completion_tokens存在。缺模态也不凭名称推断。,未执行bulk查询,未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
supergrok/grok-imagine-image,Grok Imagine Image,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium,152,原生透传或继承，不新增bulk补全,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,按现有原生透传/静态继承约定，不为填空新增外部补全。,保留同名字段；max_tokens存在不等于max_output_tokens/max_completion_tokens存在。缺模态也不凭名称推断。,未执行bulk查询,未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
supergrok/grok-imagine-image-2.0,Grok Imagine Image 2.0,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium,153,原生透传或继承，不新增bulk补全,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,按现有原生透传/静态继承约定，不为填空新增外部补全。,保留同名字段；max_tokens存在不等于max_output_tokens/max_completion_tokens存在。缺模态也不凭名称推断。,未执行bulk查询,未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
supergrok/grok-imagine-image-quality,Grok Imagine Image Quality,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium,154,原生透传或继承，不新增bulk补全,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,按现有原生透传/静态继承约定，不为填空新增外部补全。,保留同名字段；max_tokens存在不等于max_output_tokens/max_completion_tokens存在。缺模态也不凭名称推断。,未执行bulk查询,未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
supergrok/grok-imagine-video,Grok Imagine Video,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium,155,原生透传或继承，不新增bulk补全,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,按现有原生透传/静态继承约定，不为填空新增外部补全。,保留同名字段；max_tokens存在不等于max_output_tokens/max_completion_tokens存在。缺模态也不凭名称推断。,未执行bulk查询,未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
supergrok/grok-imagine-video-1.5,Grok Imagine Video 1.5,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium,156,原生透传或继承，不新增bulk补全,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,按现有原生透传/静态继承约定，不为填空新增外部补全。,保留同名字段；max_tokens存在不等于max_output_tokens/max_completion_tokens存在。缺模态也不凭名称推断。,未执行bulk查询,未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
supergrok/grok-imagine-video-1.5-preview,Grok Imagine Video 1.5 Preview,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium,157,原生透传或继承，不新增bulk补全,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,按现有原生透传/静态继承约定，不为填空新增外部补全。,保留同名字段；max_tokens存在不等于max_output_tokens/max_completion_tokens存在。缺模态也不凭名称推断。,未执行bulk查询,未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
xl/deepseek-v4-flash,deepseek-v4-flash,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,158,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/deepseek]=deepseek-v4-flash；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,modelparams.dev//subscription id=deepseek-v4-flash miss; models.dev/ id=deepseek-v4-flash ambiguous:34,"models.dev/deepseek / deepseek-v4-flash => {""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":384000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}","{""max_output_tokens"":384000,""output_modalities"":[""text""]}","{""context_window"":{""candidate"":1000000,""current"":272000},""input_modalities"":{""candidate"":[""text""],""current"":[""text"",""image""]},""reasoning_levels"":{""candidate"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}],""current"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,失去,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
xl/gemini-3.8-flash-high,Gemini 3.8 Flash,"[""text"",""image""]",未知,1048576,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,159,准确型号未找到，暂留未知,output_modalities;max_input_tokens;max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_completion_tokens,输出/模态有补全价值，但准确型号证据不足，暂留未知。,逐项核对准确型号/供应方资料；不删日期、:tag、-fast、-free、-paid、-high或猜替代版本。没有记录时加绑定也无效。,modelparams.dev//subscription id=gemini-3.8-flash-high miss; models.dev/ id=gemini-3.8-flash-high miss,未为本行选择补全来源,{},{},,否,无,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
xl/glm-5.3,glm-5.3,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,160,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/zai-coding-plan]=glm-5.3；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,modelparams.dev//subscription id=glm-5.3 hit(); models.dev/ id=glm-5.3 ambiguous:21,"models.dev/zai-coding-plan / glm-5.3 => {""context_window"":1000000,""input_modalities"":[""text""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}","{""max_output_tokens"":131072,""output_modalities"":[""text""]}","{""context_window"":{""candidate"":1000000,""current"":272000},""input_modalities"":{""candidate"":[""text""],""current"":[""text"",""image""]},""reasoning_levels"":{""candidate"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}],""current"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,失去,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
xl/glm-5.3-flash,glm-5.3-flash,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]",medium,161,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/zai-coding-plan]=glm-5.3-flash；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,modelparams.dev//subscription id=glm-5.3-flash hit(); models.dev/ id=glm-5.3-flash ambiguous:19,"models.dev/zai-coding-plan / glm-5.3-flash => {""context_window"":1000000,""input_modalities"":[""text"",""image"",""video"",""pdf""],""max_output_tokens"":131072,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}]}","{""max_output_tokens"":131072,""output_modalities"":[""text""]}","{""context_window"":{""candidate"":1000000,""current"":272000},""input_modalities"":{""candidate"":[""text"",""image"",""video"",""pdf""],""current"":[""text"",""image""]},""reasoning_levels"":{""candidate"":[{""effort"":""low""},{""effort"":""high""},{""effort"":""max""}],""current"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""}]}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,失去,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
xl/gpt-5.3-codex-spark,GPT 5.3 Codex Spark,"[""text""]",未知,128000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",high,162,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/openai]=gpt-5.3-codex-spark；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,modelparams.dev//subscription id=gpt-5.3-codex-spark hit(); models.dev/ id=gpt-5.3-codex-spark ambiguous:2,"models.dev/openai / gpt-5.3-codex-spark => {""context_window"":128000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":100000,""max_output_tokens"":32000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}","{""max_input_tokens"":100000,""max_output_tokens"":32000,""output_modalities"":[""text""]}","{""input_modalities"":{""candidate"":[""text"",""image"",""pdf""],""current"":[""text""]},""reasoning_levels"":{""candidate"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}],""current"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,失去,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
xl/gpt-5.6-luna,GPT 5.6 Luna,"[""text"",""image""]",未知,272000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium,163,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/openai]=gpt-5.6-luna；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,modelparams.dev//subscription id=gpt-5.6-luna hit(); models.dev/ id=gpt-5.6-luna ambiguous:16,"models.dev/openai / gpt-5.6-luna => {""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}","{""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""]}","{""context_window"":{""candidate"":1050000,""current"":272000},""input_modalities"":{""candidate"":[""text"",""image"",""pdf""],""current"":[""text"",""image""]},""reasoning_levels"":{""candidate"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}],""current"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,失去,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
xl/gpt-5.6-sol,GPT 5.6 Sol,"[""text"",""image""]",未知,272000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",low,164,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/openai]=gpt-5.6-sol；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,modelparams.dev//subscription id=gpt-5.6-sol hit(); models.dev/ id=gpt-5.6-sol ambiguous:17,"models.dev/openai / gpt-5.6-sol => {""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}","{""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""]}","{""context_window"":{""candidate"":1050000,""current"":272000},""input_modalities"":{""candidate"":[""text"",""image"",""pdf""],""current"":[""text"",""image""]},""reasoning_levels"":{""candidate"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}],""current"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,失去,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
xl/gpt-5.6-terra,GPT 5.6 Terra,"[""text"",""image""]",未知,272000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium,165,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/openai]=gpt-5.6-terra；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,modelparams.dev//subscription id=gpt-5.6-terra hit(); models.dev/ id=gpt-5.6-terra ambiguous:16,"models.dev/openai / gpt-5.6-terra => {""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}","{""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""]}","{""context_window"":{""candidate"":1050000,""current"":272000},""input_modalities"":{""candidate"":[""text"",""image"",""pdf""],""current"":[""text"",""image""]},""reasoning_levels"":{""candidate"":[{""effort"":""none""},{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}],""current"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,失去,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
xl/gpt-6-astra,GPT 6.0 Astra,"[""text"",""image""]",未知,272000,未知,128000,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium,166,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/openai]=gpt-6-astra；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,modelparams.dev//subscription id=gpt-6-astra miss; models.dev/ id=gpt-6-astra ambiguous:7,"models.dev/openai / gpt-6-astra => {""context_window"":1050000,""input_modalities"":[""text"",""image"",""pdf""],""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}]}","{""max_input_tokens"":922000,""max_output_tokens"":128000,""output_modalities"":[""text""]}","{""context_window"":{""candidate"":1050000,""current"":272000},""input_modalities"":{""candidate"":[""text"",""image"",""pdf""],""current"":[""text"",""image""]},""reasoning_levels"":{""candidate"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""},{""effort"":""max""}],""current"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,失去,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
xl/gpt-image-2,GPT Image 2,"[""text"",""image""]",未知,272000,未知,未知,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium,167,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_tokens(abandon);max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_tokens(abandon);max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/openai]=gpt-image-2；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,modelparams.dev//subscription id=gpt-image-2 miss; models.dev/ id=gpt-image-2 ambiguous:3,"models.dev/openai / gpt-image-2 => {""context_window"":0,""input_modalities"":[""text"",""image""],""max_input_tokens"":0,""max_output_tokens"":0,""output_modalities"":[""image""]}","{""max_input_tokens"":0,""max_output_tokens"":0,""output_modalities"":[""image""]}","{""context_window"":{""candidate"":0,""current"":272000}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,失去,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
xl/grok-4.5,Grok 4.5,"[""text"",""image""]",未知,500000,未知,65536,未知,未知,"[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]",high,168,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/xai]=grok-4.5；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,"modelparams.dev//subscription id=grok-4.5 hit(default_reasoning_level,supported_reasoning_levels); models.dev/ id=grok-4.5 ambiguous:9","models.dev/xai / grok-4.5 => {""context_window"":500000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":500000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""}]}","{""max_output_tokens"":500000,""output_modalities"":[""text""]}","{""input_modalities"":{""candidate"":[""text"",""image"",""pdf""],""current"":[""text"",""image""]}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,失去,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
xl/grok-4.6,Grok 4.6,"[""text"",""image""]",未知,500000,未知,65536,未知,未知,"[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]",medium,169,原来源准确命中，可批量生成逐模型绑定,output_modalities;max_input_tokens;max_completion_tokens;max_output_tokens,output_modalities;max_output_tokens,max_input_tokens;max_completion_tokens,建议补：已有配置来源存在准确ID及缺失字段；这是目录资料，不是渠道实测。,可批量生成models.<模型名>.lookup_ids[models.dev/xai]=grok-4.6；当前语法仍是逐模型绑定，裸名不能用provider_prefix_map一条规则覆盖。,modelparams.dev//subscription id=grok-4.6 ambiguous:2; models.dev/ id=grok-4.6 ambiguous:8,"models.dev/xai / grok-4.6 => {""context_window"":500000,""input_modalities"":[""text"",""image"",""pdf""],""max_output_tokens"":500000,""output_modalities"":[""text""],""reasoning_levels"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}]}","{""max_output_tokens"":500000,""output_modalities"":[""text""]}","{""input_modalities"":{""candidate"":[""text"",""image"",""pdf""],""current"":[""text"",""image""]},""reasoning_levels"":{""candidate"":[{""effort"":""low""},{""effort"":""medium""},{""effort"":""high""},{""effort"":""xhigh""}],""current"":[{""description"":""Fast responses with lighter reasoning"",""effort"":""low""},{""description"":""Balances speed and reasoning depth for everyday tasks"",""effort"":""medium""},{""description"":""Greater reasoning depth for complex problems"",""effort"":""high""},{""description"":""Extra high reasoning depth for complex problems"",""effort"":""xhigh""}]}}",候选也可能覆盖已有字段；差异是候选记录对比，不是最终合并预测,是,失去,固定来源的Go适配/精确查询证据；不是当前来源新鲜度或渠道推理能力证明。
